|"cod_pessoa|data_coleta|genero|data_nascimento|animal_estimacao|clima|bebida_favorita|hobbies"
0|"10142209|2020-08-03|Masculino|1981-05-11|cachorro|quente|Cerveja|Praticar esporte"
1|"10142569|2020-08-03|Masculino|1953-05-05|peixe|quente|Café|Pintar quadros"
2|"10142702|2020-08-03|Masculino|1984-07-18|gato|moderado|refrigerante|Aprender algo novo"
3|"10143267|2020-08-03|Masculino|1971-01-09|cachorro|quente|Chá|Aprender algo novo"
4|"10143302|2020-08-03|Feminino|1974-12-28|gato|moderado|refrigerante|Pintar quadros"
0|"10141818|2020-04-14|Feminino|1971-04-04|cachorro|quente|refrigerante|Ler livros"
1|"10142054|2020-04-14|Feminino|1956-11-16|cachorro|moderado|Água|Praticar esporte"
2|"10142671|2020-04-14|Masculino|1971-08-13|cachorro|quente|Chá|Aprender algo novo"
3|"10143137|2020-04-14|Feminino|1987-07-01|gato|moderado|refrigerante|Aprender algo novo"
4|"10143156|2020-04-14|Masculino|1996-08-17|tartaruga|frio|Vinho|Praticar esporte"
5|"10143425|2020-04-14|Masculino|1976-06-18|peixe|quente|Cerveja|Escutar música"
0|"10141875|2020-02-24|Feminino|1996-10-28|tartaruga|frio|Água|Escrever"
1|"10142372|2020-02-24|Masculino|1966-01-08|cachorro|frio|Chá|Pintar quadros"
2|"10143549|2020-02-24|Masculino|1977-04-16|peixe|frio|Café|Escutar música"
0|"10141909|2020-11-20|Feminino|1960-08-08|peixe|frio|Chá|Escutar música"
1|"10141971|2020-11-20|Feminino|1965-04-19|cachorro|frio|refrigerante|Dormir"
2|"10142007|2020-11-20|Feminino|1980-02-11|peixe|moderado|Café|Aprender algo novo"
3|"10142056|2020-11-20|Feminino|1973-06-12|cachorro|quente|refrigerante|Praticar esporte"
4|"10142722|2020-11-20|Masculino|1972-05-31|peixe|frio|Cerveja|Aprender algo novo"
5|"10142924|2020-11-20|Masculino|1971-09-24|gato|frio|Cerveja|Praticar esporte"
6|"10143383|2020-11-20|Feminino|1957-07-14|gato|frio|Vinho|Ler livros"
0|"10141537|2020-05-19|Feminino|1973-07-03|gato|moderado|Vinho|Escutar música"
1|"10142913|2020-05-19|Masculino|1955-01-10|peixe|quente|refrigerante|Escrever"
2|"10143001|2020-05-19|Masculino|1996-11-10|gato|quente|refrigerante|Dormir"
3|"10143061|2020-05-19|Masculino|1973-12-13|cachorro|quente|Água|Ler livros"
4|"10143118|2020-05-19|Feminino|1989-02-13|tartaruga|moderado|refrigerante|Dormir"
5|"10143130|2020-05-19|Feminino|1992-01-21|cachorro|frio|Café|Pintar quadros"
0|"10141621|2020-09-03|Feminino|1989-04-12|tartaruga|quente|Café|Praticar esporte"
1|"10141634|2020-09-03|Feminino|1970-03-15|gato|frio|Água|Praticar esporte"
2|"10141821|2020-09-03|Feminino|1963-07-01|gato|frio|Café|Escrever"
3|"10142094|2020-09-03|Masculino|1971-08-16|cachorro|frio|Chá|Escrever"
4|"10143034|2020-09-03|Masculino|1993-09-09|tartaruga|frio|Água|Aprender algo novo"
5|"10143141|2020-09-03|Feminino|1995-02-28|gato|moderado|Água|Assistir TV"
6|"10143409|2020-09-03|Feminino|1954-03-05|tartaruga|quente|Água|Escrever"
0|"10141610|2020-09-27|Masculino|1966-08-23|cachorro|frio|refrigerante|Pintar quadros"
1|"10141776|2020-09-27|Masculino|1956-07-14|cachorro|frio|Chá|Escrever"
2|"10141929|2020-09-27|Feminino|1995-12-11|tartaruga|moderado|Cerveja|Escutar música"
3|"10142308|2020-09-27|Masculino|1970-09-19|gato|frio|Vinho|Dormir"
4|"10142404|2020-09-27|Masculino|1997-06-07|tartaruga|moderado|Café|Dormir"
5|"10142483|2020-09-27|Masculino|1974-11-03|gato|moderado|Cerveja|Dormir"
6|"10143091|2020-09-27|Masculino|1980-06-14|cachorro|frio|Vinho|Aprender algo novo"
7|"10143285|2020-09-27|Feminino|1991-07-10|cachorro|moderado|Café|Assistir TV"
0|"10141986|2020-11-27|Feminino|1986-07-07|gato|frio|Vinho|Pintar quadros"
1|"10142442|2020-11-27|Masculino|1967-04-18|gato|frio|Cerveja|Ler livros"
2|"10142922|2020-11-27|Masculino|1994-07-16|gato|moderado|Café|Aprender algo novo"
3|"10143030|2020-11-27|Masculino|1987-11-16|peixe|frio|Vinho|Ler livros"
4|"10143138|2020-11-27|Masculino|1986-06-02|cachorro|moderado|Café|Escutar música"
5|"10143217|2020-11-27|Masculino|1993-12-20|tartaruga|moderado|refrigerante|Pintar quadros"
6|"10143311|2020-11-27|Feminino|1955-10-09|peixe|frio|Chá|Praticar esporte"
7|"10143419|2020-11-27|Masculino|1987-07-02|peixe|moderado|Café|Escrever"
0|"10142789|2020-10-30|Masculino|1962-01-16|gato|moderado|refrigerante|Pintar quadros"
1|"10143449|2020-10-30|Feminino|1964-05-21|peixe|moderado|Café|Aprender algo novo"
0|"10141599|2020-08-16|Feminino|1989-05-09|gato|frio|Vinho|Praticar esporte"
1|"10142255|2020-08-16|Masculino|1998-05-25|gato|frio|Água|Praticar esporte"
2|"10142467|2020-08-16|Masculino|1971-04-29|cachorro|frio|Água|Aprender algo novo"
3|"10142582|2020-08-16|Masculino|1972-05-27|cachorro|quente|Água|Praticar esporte"
4|"10142675|2020-08-16|Masculino|1977-09-11|tartaruga|quente|Vinho|Aprender algo novo"
5|"10143453|2020-08-16|Feminino|1973-02-04|peixe|moderado|Água|Pintar quadros"
0|"10141798|2020-03-18|Feminino|1955-07-29|gato|quente|Café|Assistir TV"
1|"10141941|2020-03-18|Feminino|1966-11-16|peixe|moderado|Café|Ler livros"
2|"10143372|2020-03-18|Masculino|1991-03-10|gato|moderado|Vinho|Escrever"
3|"10143402|2020-03-18|Masculino|1954-02-04|peixe|quente|Cerveja|Pintar quadros"
0|"10141673|2020-01-26|Feminino|1966-09-01|tartaruga|moderado|Vinho|Pintar quadros"
1|"10142268|2020-01-26|Masculino|1969-02-16|gato|moderado|Água|Pintar quadros"
2|"10142756|2020-01-26|Masculino|1969-05-22|gato|frio|refrigerante|Escrever"
3|"10142867|2020-01-26|Masculino|1963-03-12|peixe|moderado|refrigerante|Aprender algo novo"
4|"10143045|2020-01-26|Masculino|1970-01-22|gato|frio|Vinho|Praticar esporte"
5|"10143424|2020-01-26|Masculino|1993-01-25|tartaruga|moderado|Chá|Praticar esporte"
0|"10141577|2020-02-09|Masculino|1951-06-18|cachorro|quente|Água|Assistir TV"
1|"10141906|2020-02-09|Feminino|1972-08-29|gato|frio|Água|Escrever"
2|"10141916|2020-02-09|Masculino|1974-07-11|cachorro|quente|Chá|Aprender algo novo"
3|"10142009|2020-02-09|Feminino|1995-11-06|cachorro|quente|Cerveja|Pintar quadros"
4|"10142241|2020-02-09|Masculino|1968-05-27|tartaruga|frio|Chá|Pintar quadros"
5|"10142273|2020-02-09|Masculino|1953-09-29|peixe|frio|Café|Escutar música"
6|"10142617|2020-02-09|Masculino|1974-03-10|gato|quente|Café|Escutar música"
7|"10143040|2020-02-09|Masculino|1972-04-27|gato|frio|Cerveja|Escutar música"
0|"10141544|2020-09-06|Masculino|1978-02-11|gato|moderado|refrigerante|Escrever"
1|"10141694|2020-09-06|Feminino|1952-07-24|gato|moderado|Café|Praticar esporte"
2|"10142162|2020-09-06|Masculino|1965-07-12|gato|frio|Água|Praticar esporte"
3|"10142855|2020-09-06|Masculino|1994-12-21|gato|quente|Vinho|Pintar quadros"
0|"10141708|2020-11-25|Feminino|1977-03-17|gato|moderado|refrigerante|Pintar quadros"
1|"10141804|2020-11-25|Feminino|1965-01-02|peixe|quente|Cerveja|Praticar esporte"
2|"10141978|2020-11-25|Feminino|1991-11-10|cachorro|quente|Vinho|Escutar música"
3|"10142122|2020-11-25|Feminino|1981-01-16|gato|quente|Vinho|Escrever"
4|"10142590|2020-11-25|Masculino|1959-05-20|tartaruga|moderado|Chá|Aprender algo novo"
5|"10142643|2020-11-25|Feminino|1993-01-20|cachorro|quente|Café|Pintar quadros"
6|"10143066|2020-11-25|Masculino|1962-02-15|gato|quente|Água|Dormir"
0|"10141624|2020-08-12|Feminino|1966-03-20|cachorro|frio|Chá|Escutar música"
1|"10141638|2020-08-12|Feminino|1993-07-03|gato|frio|Café|Pintar quadros"
2|"10141706|2020-08-12|Feminino|1989-06-17|tartaruga|moderado|Cerveja|Pintar quadros"
3|"10141795|2020-08-12|Feminino|1998-09-25|peixe|quente|Água|Escutar música"
4|"10141838|2020-08-12|Feminino|1981-10-05|gato|frio|refrigerante|Assistir TV"
5|"10142189|2020-08-12|Masculino|1963-06-02|gato|quente|Café|Praticar esporte"
6|"10143065|2020-08-12|Masculino|1989-02-19|gato|frio|refrigerante|Dormir"
7|"10143205|2020-08-12|Masculino|1968-01-11|tartaruga|frio|Café|Escrever"
0|"10141516|2020-05-10|Feminino|1966-03-02|peixe|frio|Chá|Assistir TV"
1|"10141828|2020-05-10|Feminino|1964-12-30|tartaruga|frio|Chá|Escrever"
2|"10142102|2020-05-10|Feminino|1962-07-14|gato|quente|Chá|Praticar esporte"
3|"10142637|2020-05-10|Feminino|1951-09-09|gato|frio|refrigerante|Praticar esporte"
4|"10143242|2020-05-10|Masculino|1999-05-30|cachorro|frio|refrigerante|Ler livros"
0|"10141534|2020-03-17|Feminino|1952-04-25|tartaruga|frio|Vinho|Praticar esporte"
1|"10141766|2020-03-17|Masculino|1992-03-09|gato|moderado|Vinho|Dormir"
2|"10141885|2020-03-17|Feminino|1992-10-25|peixe|frio|Cerveja|Praticar esporte"
3|"10142226|2020-03-17|Masculino|1957-10-01|gato|quente|refrigerante|Escrever"
4|"10142813|2020-03-17|Masculino|1989-08-28|tartaruga|frio|Chá|Praticar esporte"
0|"10141735|2020-05-26|Feminino|1993-02-22|gato|moderado|Cerveja|Praticar esporte"
1|"10142155|2020-05-26|Masculino|1955-09-09|gato|quente|Café|Escrever"
2|"10142455|2020-05-26|Masculino|1993-06-03|gato|frio|Vinho|Pintar quadros"
3|"10142691|2020-05-26|Masculino|1964-11-17|tartaruga|moderado|Água|Praticar esporte"
4|"10142751|2020-05-26|Masculino|1972-08-12|gato|quente|Água|Pintar quadros"
0|"10142203|2020-10-31|Masculino|1990-05-08|gato|frio|Café|Praticar esporte"
1|"10142205|2020-10-31|Masculino|1987-07-20|tartaruga|moderado|Cerveja|Escutar música"
2|"10142220|2020-10-31|Masculino|1950-04-22|tartaruga|quente|Cerveja|Escrever"
3|"10142367|2020-10-31|Masculino|1973-01-21|gato|quente|Cerveja|Escrever"
4|"10142444|2020-10-31|Masculino|1953-07-21|cachorro|moderado|Água|Dormir"
5|"10142459|2020-10-31|Masculino|1952-01-03|gato|moderado|Cerveja|Escutar música"
6|"10142526|2020-10-31|Masculino|1992-02-04|peixe|frio|Vinho|Escutar música"
7|"10142689|2020-10-31|Masculino|1980-05-09|cachorro|quente|Café|Praticar esporte"
8|"10143063|2020-10-31|Masculino|1985-01-01|peixe|moderado|Chá|Assistir TV"
0|"10142601|2020-12-26|Masculino|1976-09-19|cachorro|quente|Chá|Assistir TV"
1|"10142772|2020-12-26|Masculino|1997-01-18|gato|moderado|Chá|Escrever"
2|"10143078|2020-12-26|Masculino|1990-07-28|gato|frio|Vinho|Dormir"
3|"10143173|2020-12-26|Masculino|1953-08-05|tartaruga|moderado|refrigerante|Ler livros"
4|"10143530|2020-12-26|Feminino|1983-05-03|peixe|frio|Vinho|Pintar quadros"
0|"10141524|2020-08-24|Masculino|1994-10-31|gato|frio|refrigerante|Praticar esporte"
1|"10141633|2020-08-24|Feminino|1991-03-23|cachorro|quente|refrigerante|Dormir"
2|"10142293|2020-08-24|Masculino|1970-02-07|cachorro|quente|Vinho|Escrever"
3|"10143602|2020-08-24|Feminino|1969-08-15|tartaruga|frio|Café|Assistir TV"
0|"10141783|2020-02-29|Feminino|1963-03-31|gato|quente|refrigerante|Escrever"
1|"10142284|2020-02-29|Masculino|1971-05-02|peixe|moderado|Cerveja|Aprender algo novo"
2|"10142481|2020-02-29|Masculino|1980-03-14|cachorro|quente|Água|Escutar música"
3|"10142683|2020-02-29|Masculino|1959-07-15|gato|frio|Café|Pintar quadros"
4|"10142953|2020-02-29|Masculino|1970-05-24|cachorro|quente|Vinho|Praticar esporte"
5|"10143249|2020-02-29|Masculino|1966-01-21|gato|moderado|Água|Assistir TV"
6|"10143380|2020-02-29|Masculino|1983-05-29|gato|moderado|Água|Aprender algo novo"
0|"10142402|2020-11-26|Masculino|1995-07-05|gato|moderado|Água|Praticar esporte"
1|"10142440|2020-11-26|Masculino|1977-11-24|tartaruga|quente|Chá|Assistir TV"
2|"10142775|2020-11-26|Masculino|1975-09-20|tartaruga|quente|Café|Pintar quadros"
3|"10142801|2020-11-26|Masculino|1950-08-19|cachorro|moderado|Cerveja|Pintar quadros"
4|"10143165|2020-11-26|Feminino|1991-07-09|gato|quente|Cerveja|Aprender algo novo"
0|"10141881|2020-10-03|Masculino|1974-01-06|peixe|frio|Vinho|Pintar quadros"
1|"10142231|2020-10-03|Masculino|1992-12-30|cachorro|quente|Café|Pintar quadros"
2|"10142770|2020-10-03|Masculino|1982-12-25|peixe|quente|Vinho|Pintar quadros"
3|"10143423|2020-10-03|Masculino|1982-12-08|gato|quente|refrigerante|Escrever"
4|"10143531|2020-10-03|Feminino|1956-01-08|tartaruga|frio|Chá|Escrever"
5|"10143597|2020-10-03|Feminino|1983-06-25|peixe|quente|refrigerante|Aprender algo novo"
0|"10141682|2020-10-21|Feminino|1953-07-27|tartaruga|quente|Cerveja|Ler livros"
1|"10142234|2020-10-21|Masculino|1953-10-21|cachorro|frio|Água|Escrever"
2|"10142355|2020-10-21|Masculino|1999-06-11|peixe|frio|Água|Aprender algo novo"
3|"10142510|2020-10-21|Masculino|1995-08-19|gato|quente|Cerveja|Ler livros"
4|"10143068|2020-10-21|Masculino|1968-03-15|gato|moderado|Chá|Ler livros"
5|"10143170|2020-10-21|Feminino|1966-06-10|cachorro|frio|Café|Ler livros"
6|"10143517|2020-10-21|Masculino|1978-07-08|tartaruga|frio|Café|Praticar esporte"
0|"10141545|2020-10-07|Feminino|1960-02-08|peixe|frio|Água|Pintar quadros"
1|"10141569|2020-10-07|Feminino|1964-06-15|cachorro|moderado|Vinho|Escrever"
2|"10141842|2020-10-07|Feminino|1953-12-07|peixe|moderado|Chá|Aprender algo novo"
3|"10142451|2020-10-07|Masculino|1957-09-28|gato|moderado|Vinho|Praticar esporte"
4|"10142763|2020-10-07|Masculino|1985-10-11|gato|moderado|Chá|Escutar música"
5|"10142986|2020-10-07|Masculino|1991-09-28|gato|quente|Café|Pintar quadros"
6|"10143148|2020-10-07|Masculino|1958-05-03|tartaruga|frio|refrigerante|Ler livros"
0|"10141611|2020-05-27|Feminino|1998-08-19|peixe|moderado|Vinho|Pintar quadros"
1|"10141636|2020-05-27|Feminino|1970-12-17|peixe|quente|Vinho|Escutar música"
2|"10141837|2020-05-27|Feminino|1999-09-30|gato|quente|Cerveja|Ler livros"
3|"10141859|2020-05-27|Feminino|1976-08-17|tartaruga|quente|refrigerante|Escrever"
4|"10142494|2020-05-27|Masculino|1970-07-01|peixe|quente|Chá|Dormir"
5|"10143152|2020-05-27|Feminino|1967-06-16|tartaruga|frio|Cerveja|Pintar quadros"
0|"10141948|2020-09-30|Masculino|1963-12-15|tartaruga|frio|Café|Escrever"
1|"10142048|2020-09-30|Masculino|1956-12-24|gato|frio|Água|Ler livros"
2|"10142065|2020-09-30|Masculino|1974-05-26|gato|quente|Café|Ler livros"
3|"10142229|2020-09-30|Masculino|1991-06-07|tartaruga|quente|refrigerante|Pintar quadros"
4|"10143566|2020-09-30|Feminino|1968-10-13|cachorro|quente|refrigerante|Escrever"
5|"10143600|2020-09-30|Feminino|1978-06-29|peixe|frio|Chá|Aprender algo novo"
0|"10142044|2020-10-15|Feminino|1999-08-10|tartaruga|moderado|Vinho|Pintar quadros"
1|"10142311|2020-10-15|Masculino|1993-11-26|tartaruga|quente|Café|Aprender algo novo"
2|"10142533|2020-10-15|Masculino|1958-03-06|peixe|moderado|Chá|Dormir"
3|"10142642|2020-10-15|Masculino|1981-05-25|tartaruga|moderado|Cerveja|Ler livros"
4|"10143503|2020-10-15|Masculino|1973-05-20|tartaruga|frio|Cerveja|Pintar quadros"
5|"10143551|2020-10-15|Masculino|1985-05-02|gato|quente|Vinho|Ler livros"
0|"10141983|2020-06-15|Masculino|1957-07-28|gato|frio|Água|Dormir"
1|"10142070|2020-06-15|Masculino|1989-01-15|gato|frio|refrigerante|Escrever"
2|"10142538|2020-06-15|Masculino|1977-09-12|peixe|quente|Vinho|Escrever"
3|"10142793|2020-06-15|Masculino|1991-03-23|cachorro|quente|Cerveja|Dormir"
4|"10143035|2020-06-15|Masculino|1967-07-15|peixe|moderado|Cerveja|Aprender algo novo"
5|"10143236|2020-06-15|Masculino|1997-09-04|peixe|frio|refrigerante|Escrever"
6|"10143352|2020-06-15|Masculino|1969-03-17|gato|frio|Vinho|Ler livros"
7|"10143355|2020-06-15|Feminino|1999-07-16|gato|frio|refrigerante|Escutar música"
0|"10141540|2020-11-12|Feminino|1990-08-10|peixe|frio|Café|Praticar esporte"
1|"10141667|2020-11-12|Feminino|1952-06-14|tartaruga|moderado|Cerveja|Escutar música"
2|"10142410|2020-11-12|Masculino|1997-09-29|cachorro|quente|Chá|Praticar esporte"
3|"10142468|2020-11-12|Masculino|1994-09-23|gato|quente|Cerveja|Escutar música"
4|"10142858|2020-11-12|Masculino|1963-04-06|gato|quente|refrigerante|Dormir"
5|"10142995|2020-11-12|Masculino|1969-10-05|gato|moderado|Chá|Assistir TV"
6|"10143260|2020-11-12|Masculino|1962-05-19|gato|moderado|Cerveja|Pintar quadros"
7|"10143399|2020-11-12|Feminino|1988-04-17|peixe|moderado|Vinho|Praticar esporte"
0|"10142035|2020-06-22|Feminino|1976-10-17|gato|quente|Cerveja|Dormir"
1|"10142774|2020-06-22|Masculino|1964-03-17|cachorro|moderado|Café|Assistir TV"
2|"10143401|2020-06-22|Feminino|1966-01-27|gato|frio|Chá|Escrever"
3|"10143550|2020-06-22|Feminino|1980-10-28|gato|quente|refrigerante|Dormir"
4|"10143601|2020-06-22|Feminino|1977-04-12|tartaruga|frio|Cerveja|Escutar música"
5|"10143622|2020-06-22|Masculino|1982-12-07|gato|frio|Cerveja|Pintar quadros"
6|"10143625|2020-06-22|Masculino|1994-05-13|gato|quente|Café|Dormir"
0|"10141549|2020-02-15|Feminino|1950-11-10|tartaruga|quente|Chá|Pintar quadros"
1|"10141831|2020-02-15|Feminino|1966-01-13|cachorro|frio|refrigerante|Pintar quadros"
2|"10142542|2020-02-15|Masculino|1976-11-18|peixe|frio|Chá|Assistir TV"
3|"10142790|2020-02-15|Masculino|1963-09-16|gato|quente|refrigerante|Dormir"
4|"10143019|2020-02-15|Masculino|1957-12-19|gato|quente|refrigerante|Escrever"
0|"10142212|2020-03-29|Masculino|1995-05-04|gato|moderado|Chá|Escutar música"
1|"10142399|2020-03-29|Masculino|1999-10-20|tartaruga|quente|Vinho|Aprender algo novo"
2|"10142501|2020-03-29|Masculino|1977-06-19|tartaruga|quente|Cerveja|Ler livros"
3|"10142980|2020-03-29|Masculino|1978-08-09|tartaruga|quente|Chá|Praticar esporte"
4|"10143192|2020-03-29|Masculino|1971-02-18|gato|moderado|Vinho|Assistir TV"
5|"10143207|2020-03-29|Masculino|1980-10-30|peixe|quente|Vinho|Dormir"
0|"10141581|2020-01-08|Feminino|1978-09-19|tartaruga|frio|Chá|Assistir TV"
1|"10141733|2020-01-08|Feminino|1976-07-22|peixe|frio|Água|Assistir TV"
2|"10141836|2020-01-08|Feminino|1978-04-16|cachorro|quente|refrigerante|Escrever"
3|"10141862|2020-01-08|Feminino|1985-10-23|tartaruga|quente|Café|Praticar esporte"
4|"10143185|2020-01-08|Masculino|1958-11-15|gato|frio|Chá|Aprender algo novo"
5|"10143284|2020-01-08|Masculino|1979-12-25|peixe|quente|Café|Escutar música"
6|"10143286|2020-01-08|Masculino|1988-10-23|gato|quente|Café|Escrever"
0|"10142171|2020-01-15|Masculino|1970-09-25|gato|moderado|Cerveja|Escrever"
1|"10142179|2020-01-15|Masculino|1950-01-31|cachorro|quente|Cerveja|Assistir TV"
2|"10142530|2020-01-15|Masculino|1982-07-31|gato|quente|Cerveja|Praticar esporte"
3|"10143547|2020-01-15|Masculino|1978-07-08|gato|quente|Água|Dormir"
4|"10143621|2020-01-15|Masculino|1999-11-11|gato|frio|Água|Escutar música"
0|"10142099|2020-05-23|Feminino|1968-04-09|tartaruga|moderado|Vinho|Aprender algo novo"
1|"10142808|2020-05-23|Masculino|1967-02-24|cachorro|moderado|Café|Pintar quadros"
0|"10141718|2020-05-25|Feminino|1967-03-18|cachorro|quente|refrigerante|Ler livros"
1|"10142795|2020-05-25|Masculino|1971-01-17|gato|frio|refrigerante|Ler livros"
2|"10143223|2020-05-25|Masculino|1950-05-23|gato|moderado|Vinho|Ler livros"
0|"10141737|2020-12-05|Feminino|1998-05-21|cachorro|quente|Cerveja|Pintar quadros"
1|"10142098|2020-12-05|Feminino|1995-06-27|gato|quente|Chá|Escrever"
2|"10143084|2020-12-05|Masculino|1988-05-01|gato|frio|refrigerante|Praticar esporte"
3|"10143171|2020-12-05|Feminino|1974-04-21|tartaruga|frio|Café|Aprender algo novo"
0|"10141517|2020-07-28|Feminino|1973-01-27|gato|quente|Café|Escutar música"
1|"10141559|2020-07-28|Feminino|1950-07-30|cachorro|frio|Vinho|Escutar música"
2|"10141648|2020-07-28|Feminino|1976-02-07|gato|quente|Chá|Assistir TV"
3|"10141741|2020-07-28|Masculino|1958-07-17|gato|moderado|Cerveja|Escrever"
4|"10142019|2020-07-28|Feminino|1996-02-03|cachorro|frio|Chá|Praticar esporte"
5|"10142059|2020-07-28|Masculino|1969-02-13|gato|moderado|Chá|Praticar esporte"
6|"10142236|2020-07-28|Masculino|1957-04-29|tartaruga|quente|Água|Assistir TV"
7|"10142306|2020-07-28|Masculino|1959-03-18|cachorro|quente|Vinho|Praticar esporte"
8|"10142309|2020-07-28|Masculino|1983-09-04|gato|frio|refrigerante|Ler livros"
9|"10143343|2020-07-28|Masculino|1991-06-24|tartaruga|frio|Vinho|Dormir"
10|"10143514|2020-07-28|Masculino|1968-11-26|gato|moderado|Café|Aprender algo novo"
0|"10142472|2020-06-07|Masculino|1977-11-21|tartaruga|quente|Chá|Ler livros"
1|"10142509|2020-06-07|Masculino|1977-09-02|peixe|quente|Água|Ler livros"
2|"10142778|2020-06-07|Masculino|1970-09-26|gato|frio|Água|Pintar quadros"
3|"10143486|2020-06-07|Masculino|1979-04-06|cachorro|moderado|Café|Dormir"
0|"10141539|2020-07-08|Feminino|1973-03-16|cachorro|quente|Chá|Ler livros"
1|"10141571|2020-07-08|Feminino|1992-05-13|gato|frio|Chá|Aprender algo novo"
2|"10141922|2020-07-08|Masculino|1973-07-24|peixe|quente|refrigerante|Pintar quadros"
3|"10142183|2020-07-08|Masculino|1977-02-03|tartaruga|quente|Café|Praticar esporte"
4|"10142242|2020-07-08|Feminino|1994-07-03|gato|moderado|Chá|Dormir"
5|"10142575|2020-07-08|Masculino|1953-06-17|gato|moderado|Cerveja|Pintar quadros"
6|"10143038|2020-07-08|Masculino|1967-12-01|peixe|frio|Chá|Praticar esporte"
7|"10143164|2020-07-08|Masculino|1997-06-20|tartaruga|frio|Vinho|Ler livros"
0|"10141710|2020-02-03|Masculino|1990-04-01|tartaruga|quente|Chá|Aprender algo novo"
1|"10142160|2020-02-03|Masculino|1996-03-13|tartaruga|frio|Chá|Escrever"
2|"10142172|2020-02-03|Masculino|1963-05-10|gato|frio|refrigerante|Assistir TV"
3|"10142187|2020-02-03|Masculino|1956-10-22|gato|quente|Café|Praticar esporte"
4|"10142290|2020-02-03|Masculino|1985-12-25|gato|quente|Vinho|Dormir"
5|"10142983|2020-02-03|Masculino|1969-04-03|cachorro|moderado|Água|Escrever"
6|"10143519|2020-02-03|Masculino|1980-03-30|gato|quente|Cerveja|Ler livros"
7|"10143580|2020-02-03|Masculino|1995-07-16|peixe|frio|Café|Escrever"
0|"10141606|2020-10-09|Feminino|1993-12-01|peixe|frio|Chá|Pintar quadros"
1|"10141691|2020-10-09|Feminino|1963-07-10|gato|moderado|refrigerante|Escrever"
2|"10141902|2020-10-09|Feminino|1955-10-27|cachorro|moderado|Café|Escutar música"
3|"10142228|2020-10-09|Masculino|1969-02-23|tartaruga|frio|Café|Escrever"
4|"10142619|2020-10-09|Masculino|1962-08-15|gato|moderado|Cerveja|Dormir"
5|"10142916|2020-10-09|Masculino|1952-06-25|peixe|frio|refrigerante|Escrever"
6|"10143295|2020-10-09|Masculino|1978-07-02|gato|moderado|Chá|Ler livros"
7|"10143346|2020-10-09|Masculino|1978-04-13|peixe|moderado|Cerveja|Pintar quadros"
8|"10143619|2020-10-09|Masculino|1991-07-09|cachorro|moderado|Cerveja|Praticar esporte"
0|"10141574|2020-03-19|Feminino|1992-01-13|cachorro|moderado|Água|Praticar esporte"
1|"10142670|2020-03-19|Masculino|1969-09-28|peixe|frio|Água|Escrever"
2|"10143024|2020-03-19|Masculino|1966-07-14|peixe|frio|Água|Assistir TV"
3|"10143478|2020-03-19|Feminino|1983-09-16|gato|quente|Vinho|Aprender algo novo"
4|"10143538|2020-03-19|Masculino|1975-02-16|cachorro|frio|Cerveja|Ler livros"
0|"10141588|2020-12-15|Feminino|1957-01-08|tartaruga|frio|Água|Pintar quadros"
1|"10142745|2020-12-15|Masculino|1988-12-30|cachorro|moderado|refrigerante|Ler livros"
0|"10141829|2020-02-17|Feminino|1974-09-04|gato|quente|Chá|Assistir TV"
1|"10142605|2020-02-17|Feminino|1969-05-26|tartaruga|moderado|Café|Ler livros"
0|"10141824|2020-03-15|Feminino|1995-10-09|peixe|quente|Cerveja|Praticar esporte"
1|"10141910|2020-03-15|Feminino|1992-12-15|peixe|quente|Vinho|Assistir TV"
2|"10141955|2020-03-15|Feminino|1973-12-26|peixe|quente|Vinho|Dormir"
3|"10142143|2020-03-15|Masculino|1996-12-19|cachorro|quente|Cerveja|Pintar quadros"
4|"10142661|2020-03-15|Masculino|1971-12-24|tartaruga|quente|Café|Pintar quadros"
5|"10143290|2020-03-15|Masculino|1996-04-14|gato|quente|Chá|Ler livros"
6|"10143451|2020-03-15|Feminino|1964-09-09|gato|frio|Água|Assistir TV"
0|"10141523|2020-01-02|Feminino|1998-09-24|gato|quente|Cerveja|Aprender algo novo"
1|"10141996|2020-01-02|Feminino|1973-03-13|tartaruga|quente|refrigerante|Escrever"
2|"10142089|2020-01-02|Feminino|1970-03-23|gato|moderado|Água|Pintar quadros"
3|"10142145|2020-01-02|Masculino|1998-08-01|peixe|frio|refrigerante|Escrever"
4|"10142520|2020-01-02|Masculino|1994-05-09|peixe|moderado|Café|Praticar esporte"
5|"10143160|2020-01-02|Feminino|1967-09-18|tartaruga|moderado|Vinho|Dormir"
0|"10141769|2020-04-21|Feminino|1953-10-06|gato|quente|refrigerante|Escutar música"
1|"10142031|2020-04-21|Feminino|1961-01-23|cachorro|moderado|Cerveja|Escrever"
2|"10142204|2020-04-21|Masculino|1980-03-09|gato|quente|Vinho|Dormir"
3|"10142395|2020-04-21|Masculino|1983-11-12|cachorro|moderado|Vinho|Escrever"
4|"10142632|2020-04-21|Feminino|1993-02-24|peixe|frio|refrigerante|Assistir TV"
0|"10141897|2020-07-09|Feminino|1978-12-10|gato|frio|Vinho|Escutar música"
1|"10142026|2020-07-09|Feminino|1976-02-10|peixe|quente|Chá|Aprender algo novo"
2|"10142854|2020-07-09|Masculino|1981-01-24|peixe|moderado|Chá|Dormir"
3|"10143009|2020-07-09|Masculino|1968-03-28|tartaruga|quente|Café|Escutar música"
